	Spearman	pvalue
NIPBL	-0.487	0.0
NIPSNAP1	-0.2164	0.0232
NIPSNAP3A	0.1433	0.1353
NIPSNAP3B	-0.0233	0.8091
NISCH	-0.238	0.0123
NIT1	0.2163	0.0233
NIT2	-0.1406	0.1429
NKAIN1	0.0249	0.7965
NKAP	-0.2439	0.0102
NKAPL	0.2386	0.0121
NKAPP1	-0.5222	0.0
NKD1	0.0612	0.5256
NKD2	-0.0735	0.4452
NKG7	0.7299	0.0
NKIRAS1	0.0463	0.6308
NKIRAS2	0.361	0.0001
NKPD1	-0.3262	0.0005
NKRF	-0.4707	0.0
NKTR	-0.3647	0.0001
NKX3-1	-0.1384	0.1493
NKX3-2	0.2282	0.0165
NKX6-1	0.1105	0.2506
NLE1	-0.1639	0.0871
NLGN2	0.1813	0.0581
NLGN3	-0.0543	0.5731
NLGN4X	-0.3633	0.0001
NLK	-0.0773	0.4224
NLN	-0.2402	0.0115
NLRC3	0.0575	0.5507
NLRC4	0.7627	0.0
NLRC5	0.4878	0.0
NLRP1	0.4595	0.0
NLRP12	0.7082	0.0
NLRP2	-0.2892	0.0022
NLRP3	0.6288	0.0
NLRP6	0.2157	0.0237
NLRX1	0.2816	0.0029
NMB	0.3898	0.0
NMD3	-0.3535	0.0002
NME1	0.3357	0.0003
NME1-NME2	0.2187	0.0217
NME2	0.2802	0.003
NME3	0.2973	0.0016
NME4	0.4542	0.0
NME5	-0.3231	0.0006
NME6	-0.4243	0.0
NME7	-0.0524	0.5869
NME8	0.4335	0.0
NME9	-0.2351	0.0134
NMI	0.5019	0.0
NMNAT1	0.0227	0.8142
NMNAT2	0.2618	0.0057
NMNAT3	-0.2381	0.0123
NMRAL1	-0.0086	0.9289
NMRK1	0.1545	0.1071
NMT1	0.0716	0.4574
NMT2	0.3009	0.0014
NMUR1	0.3379	0.0003
NNAT	0.3122	0.0009
NNMT	0.6023	0.0
NNT	0.124	0.1967
NNT-AS1	0.0517	0.592
NOA1	-0.3908	0.0
NOB1	-0.1656	0.0839
NOC2L	0.0642	0.5049
NOC3L	-0.3338	0.0004
NOC4L	0.2717	0.0041
NOD1	0.3344	0.0004
NOD2	0.0453	0.638
NOL10	-0.0478	0.6202
NOL11	-0.3145	0.0008
NOL12	0.1572	0.101
NOL3	0.2149	0.0242
NOL4L	-0.2632	0.0055
NOL6	-0.0113	0.9066
NOL7	-0.0286	0.7669
NOL8	-0.3394	0.0003
NOL9	-0.1189	0.2159
NOLC1	-0.3183	0.0007
NOM1	-0.2024	0.034
NOMO1	0.1971	0.039
NOMO2	0.0184	0.8483
NOMO3	-0.058	0.5473
NONO	-0.343	0.0002
NONOP2	-0.3041	0.0012
NOP10	0.4612	0.0
NOP14	-0.135	0.1596
NOP14-AS1	-0.0976	0.3105
NOP16	0.1097	0.2539
NOP2	0.0705	0.4645
NOP56	0.0669	0.4873
NOP58	-0.2795	0.0031
NOP9	-0.1989	0.0372
NOS1AP	-0.5378	0.0
NOS2	-0.2008	0.0354
NOS3	0.5692	0.0
NOSIP	0.4119	0.0
NOSTRIN	0.338	0.0003
NOTCH1	0.3548	0.0001
NOTCH2	-0.1485	0.1216
NOTCH3	0.3518	0.0002
NOTCH4	0.4156	0.0
NOV	0.4965	0.0
NOVA1	0.1858	0.052
NOVA2	0.42	0.0
NOX1	0.1091	0.2566
NOX4	0.4968	0.0
NOX5	-0.1551	0.1056
NOXA1	-0.0678	0.4818
NOXRED1	-0.4622	0.0
NPAS1	-0.1642	0.0865
NPAS2	-0.3251	0.0005
NPAS3	-0.3699	0.0001
NPAT	-0.5373	0.0
NPC1	-0.2862	0.0024
NPC1L1	-0.1637	0.0876
NPC2	0.6555	0.0
NPDC1	0.418	0.0
NPEPL1	0.2655	0.0051
NPEPPS	-0.2909	0.0021
NPHP1	-0.3196	0.0007
NPHP3	-0.3058	0.0012
NPHP4	0.016	0.8682
NPIPA1	-0.0962	0.3176
NPIPA5	-0.0672	0.4855
NPIPB11	0.0093	0.9233
NPIPB15	-0.1318	0.17
NPIPB3	-0.1978	0.0383
NPIPB4	-0.1417	0.1397
NPIPB5	0.0329	0.7327
NPIPP1	-0.068	0.48
NPL	0.7571	0.0
NPLOC4	0.4186	0.0
NPM1	-0.3707	0.0001
NPM1P25	-0.0077	0.9363
NPM1P27	-0.0832	0.3878
NPM1P39	0.0169	0.8607
NPM1P6	-0.0686	0.4764
NPM2	-0.1313	0.1714
NPM3	0.0467	0.6282
NPNT	-0.3884	0.0
NPPA-AS1	-0.151	0.1153
NPR1	0.4071	0.0
NPR2	0.3472	0.0002
NPR3	0.4009	0.0
NPRL2	-0.0719	0.4556
NPRL3	0.1685	0.0784
NPTN	-0.1823	0.0566
NPTN-IT1	-0.319	0.0007
NPTX1	-0.2259	0.0176
NPTX2	0.3945	0.0
NPTXR	0.2462	0.0095
NPY1R	0.2594	0.0062
NQO1	0.3807	0.0
NQO2	0.3378	0.0003
NR1D1	-0.0812	0.399
NR1D2	-0.3274	0.0005
NR1H2	0.4226	0.0
NR1H3	0.5163	0.0
NR1I3	-0.0617	0.5221
NR2C1	-0.1987	0.0375
NR2C2	-0.3563	0.0001
NR2C2AP	0.0376	0.6969
NR2E3	-0.2096	0.028
NR2F1	-0.0681	0.4798
NR2F1-AS1	0.3101	0.001
NR2F2	0.0848	0.3787
NR2F2-AS1	-0.0368	0.7028
NR2F6	0.1428	0.1367
NR3C1	-0.1018	0.2899
NR3C2	-0.5487	0.0
NR4A1	-0.0146	0.8796
NR4A2	-0.0282	0.77
NR4A3	-0.0262	0.786
NR5A2	0.3256	0.0005
NR6A1	-0.2608	0.0059
NRARP	0.3475	0.0002
NRAS	-0.0061	0.9494
NRBF2	0.0261	0.7863
NRBP1	0.5033	0.0
NRBP2	-0.0785	0.4148
NRCAM	0.0911	0.3439
NRD1	0.0532	0.5811
NRDE2	-0.514	0.0
NREP	-0.1328	0.1668
NRF1	-0.2842	0.0026
NRG1	-0.4103	0.0
NRG2	-0.2644	0.0053
NRG4	-0.4105	0.0
NRGN	0.6821	0.0
NRIP1	-0.3055	0.0012
NRIP2	-0.1702	0.0755
NRIP3	-0.3362	0.0003
NRK	-0.2371	0.0126
NRL	0.0594	0.5375
NRM	0.4574	0.0
NRN1	0.3807	0.0
NRP1	0.3793	0.0
NRP2	0.4854	0.0
NRROS	0.7418	0.0
NRSN2	0.2082	0.029
NRSN2-AS1	-0.0399	0.679
NRTN	-0.133	0.1661
NRXN2	0.0285	0.7678
NRXN3	-0.318	0.0007
NSA2	-0.2033	0.0331
NSD1	-0.4575	0.0
NSDHL	0.2999	0.0015
NSF	0.0804	0.4038
NSFL1C	0.2579	0.0065
NSL1	-0.0676	0.483
NSMAF	0.1551	0.1058
NSMCE1	0.2174	0.0226
NSMCE2	-0.0483	0.6167
NSMCE4A	0.1516	0.1139
NSMF	0.3097	0.001
NSRP1	-0.1351	0.1595
NSUN2	-0.2002	0.036
NSUN3	-0.3988	0.0
NSUN4	-0.4445	0.0
NSUN5	0.166	0.0832
NSUN5P1	-0.043	0.6554
NSUN5P2	-0.2268	0.0172
NSUN6	-0.4363	0.0
NSUN7	-0.532	0.0
NT5C	0.1677	0.08
NT5C2	-0.5673	0.0
NT5C3A	-0.211	0.0269
NT5C3B	0.0885	0.3577
NT5DC1	-0.4641	0.0
NT5DC2	0.0574	0.5516
NT5DC3	-0.3472	0.0002
NT5E	0.5014	0.0
NT5M	-0.08	0.4063
NTAN1	0.4649	0.0
NTAN1P2	-0.0468	0.6272
NTF3	-0.2216	0.02
NTHL1	0.2989	0.0015
NTM	0.3744	0.0001
NTMT1	0.2441	0.0102
NTN1	0.3247	0.0005
NTN4	-0.2278	0.0167
NTN5	-0.2708	0.0042
NTNG2	0.584	0.0
NTPCR	0.0773	0.4221
NTRK1	-0.1524	0.112
NTRK2	-0.168	0.0793
NTRK3	-0.1814	0.0579
NUAK1	0.4295	0.0
NUAK2	0.4489	0.0
NUB1	0.0882	0.3593
NUBP1	0.4559	0.0
NUBP2	0.2355	0.0133
NUBPL	-0.1712	0.0737
NUCB1	0.5466	0.0
NUCB2	-0.0091	0.9244
NUCKS1	-0.4212	0.0
NUDC	0.2518	0.008
NUDCD1	-0.1066	0.2675
NUDCD2	0.0491	0.6108
NUDCD3	0.1908	0.0458
NUDT1	0.4802	0.0
NUDT10	-0.4135	0.0
NUDT11	-0.2968	0.0016
NUDT12	-0.4989	0.0
NUDT13	-0.1948	0.0415
NUDT14	0.339	0.0003
NUDT15	-0.0458	0.6344
NUDT16	0.1264	0.1881
NUDT16L1	0.009	0.9259
NUDT16P1	-0.1916	0.0449
NUDT17	-0.303	0.0013
NUDT18	0.4432	0.0
NUDT19	-0.2028	0.0336
NUDT2	0.0412	0.6694
NUDT21	-0.4617	0.0
NUDT22	0.3208	0.0006
NUDT3	-0.1401	0.1443
NUDT4	-0.109	0.2568
NUDT5	0.3456	0.0002
NUDT6	-0.2543	0.0073
NUDT7	0.1659	0.0833
NUDT8	0.1925	0.0439
NUDT9	0.3322	0.0004
NUF2	0.0842	0.3817
NUFIP1	-0.4606	0.0
NUFIP2	-0.232	0.0147
NUGGC	0.2225	0.0195
NUMA1	-0.3111	0.0009
NUMB	-0.0997	0.3001
NUMBL	0.5338	0.0
NUP107	-0.1644	0.0861
NUP133	-0.4685	0.0
NUP153	-0.4444	0.0
NUP155	-0.4697	0.0
NUP160	-0.3939	0.0
NUP188	0.0942	0.3276
NUP205	-0.4443	0.0
NUP210	-0.2624	0.0056
NUP214	-0.2399	0.0116
NUP35	-0.4527	0.0
NUP37	-0.0415	0.6669
NUP43	-0.3206	0.0006
NUP50	-0.1692	0.0772
NUP50-AS1	0.2806	0.003
NUP54	-0.3774	0.0
NUP62	0.1422	0.1383
NUP62CL	-0.449	0.0
NUP85	0.3979	0.0
NUP88	-0.0442	0.6468
NUP93	0.4568	0.0
NUP98	-0.4599	0.0
NUPL1	-0.565	0.0
NUPL2	-0.307	0.0011
NUPR1	0.3487	0.0002
NUPR1L	-0.1097	0.2538
NUS1	-0.1953	0.0409
NUS1P1	-0.2426	0.0106
NUSAP1	0.0588	0.5416
NUTF2	0.4203	0.0
NUTM2A	-0.0145	0.8802
NUTM2A-AS1	-0.032	0.7396
NUTM2B-AS1	-0.0799	0.4065
NUTM2D	-0.1361	0.1562
NVL	-0.4015	0.0
NWD1	-0.1859	0.0518
NXF1	-0.2175	0.0225
NXN	0.1076	0.2633
NXNL2	-0.1861	0.0515
NXPE3	-0.0986	0.3056
NXPH3	0.2163	0.0232
NXPH4	0.1021	0.2884
NXT1	0.0876	0.3627
NXT2	-0.4011	0.0
NYAP1	0.1253	0.1922
NYNRIN	0.1865	0.0511
OAF	0.5644	0.0
OARD1	-0.41	0.0
OAS1	0.5458	0.0
OAS2	0.5085	0.0
OAS3	0.3329	0.0004
OASL	0.5624	0.0
OAT	-0.3381	0.0003
OAZ1	0.5126	0.0
OAZ2	0.4683	0.0
OAZ3	-0.0169	0.8607
OBFC1	0.0407	0.6726
OBSCN	-0.4057	0.0
OBSL1	-0.2037	0.0328
OCEL1	0.3551	0.0001
OCIAD1	-0.1783	0.0623
OCIAD2	-0.0889	0.3559
OCLN	-0.4626	0.0
OCRL	-0.129	0.1793
ODC1	0.1354	0.1584
ODF2	-0.058	0.547
ODF2L	-0.3329	0.0004
ODF3B	0.4811	0.0
OFD1	-0.502	0.0
OGDH	0.3625	0.0001
OGFOD1	0.1593	0.0965
OGFOD2	-0.1448	0.1313
OGFOD3	0.1128	0.2405
OGFR	0.3142	0.0008
OGFRL1	-0.5109	0.0
OGFRP1	-0.1871	0.0503
OGG1	0.1247	0.1942
OGN	0.2764	0.0035
OGT	-0.4154	0.0
OIP5	-0.1434	0.135
OIP5-AS1	-0.2105	0.0273
OLA1	-0.4717	0.0
OLA1P1	-0.3056	0.0012
OLFM1	0.597	0.0
OLFM2	0.1992	0.0369
OLFM4	-0.0754	0.4337
OLFML1	0.4038	0.0
OLFML2A	0.2704	0.0043
OLFML2B	0.6014	0.0
OLFML3	0.5252	0.0
OLMALINC	-0.3863	0.0
OLR1	0.0305	0.7516
OMA1	-0.5345	0.0
OMD	0.3468	0.0002
OMG	0.2507	0.0083
ONECUT2	-0.386	0.0
OPA1	-0.2515	0.0081
OPA3	0.3205	0.0006
OPCML	0.1382	0.1498
OPHN1	-0.2874	0.0023
OPLAH	-0.1033	0.2827
OPN1SW	0.3981	0.0
OPN3	-0.0833	0.387
OPRD1	0.3135	0.0009
OPRL1	0.2634	0.0054
OPTN	0.4036	0.0
OR2A1-AS1	-0.299	0.0015
OR2A7	-0.325	0.0005
OR2A9P	-0.0156	0.8717
OR2I1P	0.1252	0.1926
OR51E1	0.2424	0.0107
OR51E2	0.2485	0.0088
OR7E14P	-0.0812	0.3991
OR7E38P	0.3206	0.0006
OR7E7P	-0.3527	0.0002
ORAI1	0.3971	0.0
ORAI2	0.4891	0.0
ORAI3	0.2271	0.0171
ORAOV1	-0.0359	0.71
ORC1	-0.0527	0.5844
ORC2	-0.5737	0.0
ORC3	-0.3627	0.0001
ORC4	-0.7043	0.0
ORC5	-0.3324	0.0004
ORC6	-0.0329	0.7333
ORMDL1	-0.0615	0.5236
ORMDL2	0.4054	0.0
ORMDL3	0.2294	0.0159
OS9	0.3951	0.0
OSBP	-0.5146	0.0
OSBP2	-0.2516	0.008
OSBPL10	0.1726	0.0714
OSBPL11	0.2105	0.0273
OSBPL1A	-0.1499	0.1181
OSBPL2	-0.2312	0.0151
OSBPL3	-0.0891	0.3546
OSBPL5	0.2682	0.0046
OSBPL6	-0.2315	0.0149
OSBPL7	-0.1234	0.1991
OSBPL8	-0.1578	0.0997
OSBPL9	-0.3761	0.0001
OSCAR	0.7688	0.0
OSCP1	-0.0911	0.3439
OSER1	-0.3024	0.0013
OSER1-AS1	-0.2527	0.0077
OSGEP	0.0073	0.94
OSGEPL1	-0.5606	0.0
OSGIN1	0.2607	0.0059
OSGIN2	0.0052	0.9571
OSM	0.4831	0.0
OSMR	0.352	0.0002
OSR1	0.0635	0.5101
OSR2	0.3633	0.0001
OST4	0.3707	0.0001
OSTC	0.1385	0.1491
OSTF1	0.6087	0.0
OSTM1	0.3526	0.0002
OTOA	0.5349	0.0
OTOF	-0.0955	0.3208
OTOGL	-0.3686	0.0001
OTUB1	0.2248	0.0182
OTUB2	-0.2805	0.003
OTUD1	0.0868	0.3671
OTUD3	-0.4171	0.0
OTUD4	-0.4047	0.0
OTUD5	0.3501	0.0002
OTUD6B	-0.354	0.0001
OTUD6B-AS1	-0.3896	0.0
OTUD7A	-0.366	0.0001
OTUD7B	-0.0855	0.3745
OTULIN	0.0139	0.8853
OTX1	-0.1653	0.0845
OVGP1	-0.286	0.0025
OVOL1	-0.1862	0.0514
OVOL2	-0.3802	0.0
OXA1L	0.0428	0.6571
OXCT1	0.0479	0.6189
OXER1	0.0539	0.5762
OXLD1	0.2526	0.0078
OXNAD1	-0.4278	0.0
OXR1	-0.2942	0.0018
OXSM	-0.2154	0.0238
OXSR1	-0.0706	0.4639
OXTR	-0.3565	0.0001
P2RX1	0.4368	0.0
P2RX4	0.1086	0.2589
P2RX5	0.118	0.2194
P2RX5-TAX1BP3	-0.1826	0.0562
P2RX7	0.2675	0.0047
P2RY1	0.0598	0.535
P2RY10	0.0931	0.3333
P2RY11	0.0371	0.7007
P2RY12	0.3524	0.0002
P2RY13	0.4834	0.0
P2RY14	0.4215	0.0
P2RY2	-0.1853	0.0527
P2RY6	0.8237	0.0
P2RY8	0.4455	0.0
P3H1	0.593	0.0
P3H2	-0.1938	0.0425
P3H3	0.3888	0.0
P3H4	0.1257	0.1906
P4HA1	0.1203	0.2104
P4HA2	0.5115	0.0
P4HA3	0.5765	0.0
P4HB	0.3208	0.0006
P4HTM	-0.0708	0.4621
PA2G4	0.1035	0.2821
PAAF1	0.1837	0.0547
PABPC1	-0.3531	0.0002
PABPC1L	-0.3316	0.0004
PABPC1P4	-0.4862	0.0
PABPC3	-0.1617	0.0915
PABPC4	0.1657	0.0836
PABPC4L	-0.3532	0.0002
PABPC5	0.072	0.4545
PABPN1	0.1442	0.1328
PACRG	-0.3101	0.001
PACRGL	-0.4742	0.0
PACS1	0.3183	0.0007
PACS2	0.4985	0.0
PACSIN1	0.0923	0.3378
PACSIN2	-0.1667	0.0817
PACSIN3	-0.1651	0.0848
PADI2	-0.2538	0.0075
PAF1	0.1898	0.0471
PAFAH1B1	0.0033	0.9727
PAFAH1B2	0.2036	0.0329
PAFAH1B3	-0.0116	0.9043
PAFAH2	-0.2721	0.004
PAG1	0.2977	0.0016
PAGR1	0.0353	0.7145
PAICS	-0.4248	0.0
PAICSP1	0.1306	0.1739
PAIP1	-0.1094	0.2551
PAIP1P1	-0.2178	0.0223
PAIP2	0.0861	0.3712
PAIP2B	-0.5897	0.0
PAK1	-0.1889	0.0481
PAK1IP1	0.0427	0.6576
PAK2	0.0883	0.3592
PAK3	-0.4176	0.0
PAK4	-0.0988	0.3043
PAK6	-0.3306	0.0004
PALB2	-0.4932	0.0
PALD1	0.4378	0.0
PALLD	-0.2239	0.0187
PALM	0.4883	0.0
PALM2	-0.1332	0.1654
PALM2-AKAP2	0.0529	0.5831
PALM3	-0.052	0.5894
PALMD	0.3129	0.0009
PAM	0.4721	0.0
PAM16	0.1555	0.1049
PAMR1	0.2673	0.0048
PAN2	-0.4847	0.0
PAN3	-0.6037	0.0
PAN3-AS1	-0.2694	0.0044
PANK1	-0.269	0.0045
PANK2	0.0326	0.7356
PANK3	-0.559	0.0
PANK4	0.1636	0.0878
PANO1	0.0638	0.5081
PANX1	0.1767	0.0648
PANX2	0.0499	0.6045
PAOX	0.2689	0.0045
PAPD4	-0.3171	0.0007
PAPD5	-0.2032	0.0333
PAPD7	0.1236	0.1982
PAPLN	0.4987	0.0
PAPOLA	-0.3043	0.0012
PAPOLG	-0.4185	0.0
PAPPA	0.0594	0.5377
PAPPA2	0.3809	0.0
PAPSS1	-0.4496	0.0
PAPSS2	0.355	0.0001
PAQR3	-0.2668	0.0048
PAQR4	0.1734	0.0701
PAQR5	-0.3621	0.0001
PAQR6	-0.198	0.0381
PAQR7	-0.0698	0.4686
PAQR8	0.3882	0.0
PARD3	-0.5955	0.0
PARD3B	0.105	0.2748
PARD6A	0.3992	0.0
PARD6B	-0.34	0.0003
PARD6G	-0.3438	0.0002
PARD6G-AS1	-0.3365	0.0003
PARG	-0.3967	0.0
PARK2	0.1145	0.2337
PARK7	0.345	0.0002
PARL	0.1598	0.0953
PARM1	0.2925	0.0019
PARN	-0.0852	0.3764
PARP1	0.0927	0.3354
PARP10	0.1907	0.0459
PARP11	-0.3899	0.0
PARP12	0.4783	0.0
PARP14	0.39	0.0
PARP15	0.3619	0.0001
PARP16	-0.4806	0.0
PARP2	-0.3284	0.0005
PARP3	0.2338	0.014
PARP4	0.1423	0.138
PARP6	-0.266	0.005
PARP8	-0.2638	0.0054
PARP9	0.3687	0.0001
PARPBP	-0.1247	0.1943
PARPG1	-0.5078	0.0
PARS2	-0.1293	0.1783
PART1	-0.332	0.0004
PARVA	0.1451	0.1304
PARVB	0.5545	0.0
PARVG	0.8158	0.0
PASK	-0.2266	0.0173
PATL1	-0.26	0.0061
PATL2	0.1764	0.0653
PATZ1	-0.3319	0.0004
PAWR	-0.515	0.0
PAX5	0.1988	0.0374
PAX6	-0.2561	0.0069
PAX8	0.0165	0.864
PAX8-AS1	0.0001	0.999
PAX9	-0.2676	0.0047
PAXBP1	-0.4626	0.0
PAXBP1-AS1	-0.3782	0.0
PAXIP1	-0.628	0.0
PAXIP1-AS1	-0.5172	0.0
PAXIP1-AS2	-0.3394	0.0003
PBDC1	0.3342	0.0004
PBK	0.0539	0.576
PBLD	0.2078	0.0294
PBRM1	-0.1501	0.1174
PBX1	-0.6096	0.0
PBX2	-0.2356	0.0132
PBX3	0.0923	0.3373
PBX4	0.1427	0.1369
PBXIP1	0.3572	0.0001
PC	0.2613	0.0058
PCAT1	-0.055	0.5682
PCAT18	-0.1474	0.1242
PCAT19	0.411	0.0
PCAT6	-0.0324	0.7367
PCAT7	-0.3944	0.0
PCBD1	0.0512	0.5955
PCBD2	-0.2966	0.0017
PCBP1	0.3879	0.0
PCBP1-AS1	-0.4431	0.0
PCBP2	-0.0754	0.4334
PCBP3	0.4951	0.0
PCBP4	0.2254	0.0179
PCCA	0.0056	0.9536
PCCB	0.093	0.3338
PCDH1	0.1721	0.0722
PCDH12	0.4495	0.0
PCDH17	0.2365	0.0129
PCDH18	0.1259	0.1899
PCDH19	0.2881	0.0023
PCDH7	-0.1667	0.0817
PCDH9	0.2535	0.0075
PCDHA10	-0.2901	0.0021
PCDHA11	-0.3727	0.0001
PCDHA3	-0.283	0.0027
PCDHA4	-0.2376	0.0125
PCDHAC1	0.1257	0.1905
PCDHAC2	0.2612	0.0058
PCDHB10	0.0239	0.8043
PCDHB11	0.2683	0.0046
PCDHB12	0.1381	0.1503
PCDHB13	0.0007	0.9946
PCDHB14	-0.1135	0.2378
PCDHB15	0.2649	0.0052
PCDHB16	-0.0915	0.3418
PCDHB18P	-0.0246	0.7983
PCDHB2	-0.1224	0.2028
PCDHB3	-0.0139	0.8856
PCDHB4	-0.3368	0.0003
PCDHB5	-0.1112	0.2476
PCDHB6	-0.3581	0.0001
PCDHB7	-0.1956	0.0405
PCDHB8	-0.2583	0.0064
PCDHB9	-0.1892	0.0478
PCDHGA1	-0.1928	0.0436
PCDHGA10	-0.0926	0.3361
PCDHGA11	-0.1152	0.2306
PCDHGA12	0.3238	0.0006
PCDHGA2	-0.3196	0.0007
PCDHGA3	0.0529	0.5835
PCDHGA4	0.0544	0.5725
PCDHGA5	0.0946	0.3255
PCDHGA6	-0.2285	0.0163
PCDHGA7	-0.4375	0.0
PCDHGA9	0.0285	0.7677
PCDHGB1	-0.3192	0.0007
PCDHGB2	-0.1237	0.1978
PCDHGB3	-0.366	0.0001
PCDHGB4	-0.1675	0.0803
PCDHGB5	-0.3873	0.0
PCDHGB6	-0.0086	0.9289
PCDHGB7	0.0243	0.8007
PCDHGC3	0.3116	0.0009
PCDHGC5	-0.1085	0.2593
PCED1A	0.0843	0.3814
PCED1B	0.1825	0.0564
PCED1B-AS1	0.5202	0.0
PCF11	-0.5572	0.0
PCGF1	0.0364	0.7054
PCGF2	0.2757	0.0036
PCGF3	-0.2547	0.0072
PCGF5	-0.3717	0.0001
PCGF6	0.041	0.6709
PCID2	-0.4285	0.0
PCIF1	0.0287	0.7664
PCK2	0.267	0.0048
PCLO	-0.3946	0.0
PCM1	-0.531	0.0
PCMT1	0.243	0.0105
PCMTD1	-0.2484	0.0089
PCMTD2	-0.7032	0.0
PCNA	0.0558	0.5629
PCNP	-0.3598	0.0001
PCNT	-0.079	0.412
PCNX	-0.2843	0.0026
PCNXL2	-0.3721	0.0001
PCNXL3	0.1599	0.0951
PCNXL4	-0.5834	0.0
PCOLCE	0.6997	0.0
PCOLCE-AS1	-0.2085	0.0288
PCOLCE2	0.4106	0.0
PCP2	-0.1385	0.149
PCP4L1	-0.1197	0.2129
PCSK1	0.2612	0.0058
PCSK1N	-0.0044	0.9636
PCSK4	-0.227	0.0171
PCSK5	0.3945	0.0
PCSK6	-0.096	0.3182
PCSK7	0.0438	0.6497
PCSK9	0.0267	0.7816
PCTP	0.3583	0.0001
PCYOX1	-0.0029	0.9758
PCYOX1L	-0.1246	0.1947
PCYT1A	0.2699	0.0043
PCYT1B	-0.3257	0.0005
PCYT2	0.1032	0.2833
PDAP1	0.3547	0.0001
PDCD1	0.3469	0.0002
PDCD10	0.0233	0.8089
PDCD11	-0.3124	0.0009
PDCD1LG2	0.3064	0.0011
PDCD2	-0.1692	0.0773
PDCD2L	0.1402	0.1442
PDCD4	-0.4681	0.0
PDCD4-AS1	0.0037	0.9695
PDCD5	0.335	0.0003
PDCD6	0.1934	0.0429
PDCD6IP	-0.216	0.0235
PDCD6IPP2	0.2462	0.0095
PDCD7	0.029	0.764
PDCL	-0.1287	0.1803
PDCL3	0.2675	0.0047
PDCL3P4	-0.3732	0.0001
PDDC1	0.0036	0.9699
PDE10A	0.3162	0.0008
PDE11A	0.1432	0.1355
PDE12	-0.1889	0.0481
PDE1A	0.3154	0.0008
PDE1B	0.4038	0.0
PDE1C	-0.4795	0.0
PDE2A	0.3972	0.0
PDE3A	0.1691	0.0774
PDE3B	0.2304	0.0154
PDE4A	0.4319	0.0
PDE4B	-0.2773	0.0034
PDE4C	0.0949	0.3241
PDE4D	0.1366	0.1547
PDE4DIP	0.3553	0.0001
PDE5A	-0.2905	0.0021
PDE6B	-0.1868	0.0506
PDE6C	-0.2522	0.0079
PDE6D	0.3443	0.0002
PDE6G	0.705	0.0
PDE7A	-0.3669	0.0001
PDE7B	0.177	0.0643
PDE8A	0.2262	0.0175
PDE8B	0.1709	0.0743
PDE9A	0.1037	0.281
PDF	0.1157	0.2287
PDGFA	-0.2587	0.0064
PDGFB	0.4465	0.0
PDGFC	-0.2404	0.0114
PDGFD	-0.149	0.1202
PDGFRA	0.1012	0.2929
PDGFRB	0.4311	0.0
PDGFRL	0.5122	0.0
PDHA1	0.2299	0.0157
PDHB	0.2862	0.0024
PDHX	-0.1137	0.2371
PDIA3	0.319	0.0007
PDIA3P1	-0.0572	0.5528
PDIA4	0.1758	0.0662
PDIA5	0.5025	0.0
PDIA6	0.2981	0.0016
PDIK1L	-0.5113	0.0
PDK1	-0.1153	0.2303
PDK2	0.0862	0.3707
PDK3	-0.3172	0.0007
PDK4	0.1958	0.0404
PDLIM1	0.3854	0.0
PDLIM2	0.6945	0.0
PDLIM3	-0.0281	0.7707
PDLIM4	0.0265	0.7837
PDLIM5	-0.4374	0.0
PDLIM7	0.1705	0.075
PDP1	-0.2838	0.0027
PDP2	0.0162	0.8666
PDPK1	-0.6009	0.0
PDPK2P	-0.0781	0.4171
PDPN	0.0751	0.4358
PDPR	-0.4099	0.0
PDRG1	-0.0426	0.6586
PDS5A	-0.4639	0.0
PDS5B	-0.5204	0.0
PDSS1	-0.2876	0.0023
PDSS2	-0.1458	0.1287
PDXDC1	-0.0363	0.7069
PDXDC2P	-0.181	0.0585
PDXK	0.4531	0.0
PDXP	0.204	0.0326
PDZD11	0.294	0.0018
PDZD2	0.1151	0.2312
PDZD4	0.0476	0.6216
PDZD7	-0.1785	0.0621
PDZD8	-0.2065	0.0305
PDZK1	-0.1644	0.0862
PDZK1IP1	-0.0856	0.3741
PDZRN3	0.2037	0.0328
PDZRN4	0.2562	0.0069
PEA15	0.5651	0.0
PEAK1	0.1685	0.0784
PEAR1	0.3748	0.0001
PEBP1	0.2097	0.0279
PECAM1	0.5413	0.0
PECR	0.2267	0.0172
PEF1	0.4814	0.0
PEG10	-0.3446	0.0002
PEG3	-0.3909	0.0
PELI1	-0.3253	0.0005
PELI2	-0.3451	0.0002
PELI3	0.3261	0.0005
PELO	0.3253	0.0005
PELP1	-0.0358	0.7101
PEMT	0.5418	0.0
PEPD	0.5797	0.0
PER1	-0.0288	0.7655
PER2	-0.3702	0.0001
PER3	-0.2147	0.0243
PERM1	-0.0827	0.3905
PERP	-0.3053	0.0012
PES1	0.146	0.128
PET100	0.3296	0.0004
PET117	0.0043	0.9641
PEX1	-0.6506	0.0
PEX10	0.1268	0.187
PEX11A	0.1025	0.2868
PEX11B	-0.1587	0.0977
PEX11G	0.2456	0.0097
PEX12	-0.3313	0.0004
PEX13	-0.4898	0.0
PEX14	0.2483	0.0089
PEX16	0.2883	0.0023
PEX19	0.0954	0.3216
PEX2	-0.2231	0.0192
PEX26	0.0917	0.3406
PEX3	-0.4524	0.0
PEX5	0.1636	0.0877
PEX5L	-0.3947	0.0
PEX6	-0.0362	0.7071
PEX7	-0.3941	0.0
